# Heatmap data
#
# Values given are log2 reads per million
#
# 525 genes shown
#
"name","gene","product","cluster hierarchy","WT.t0.rep1","WT.t0.rep2","WT.t5.rep1","WT.t5.rep2","WT.t10.rep1","WT.t10.rep2","WT.t20.rep1","WT.t20.rep2","RNA1.1.t0.rep1","RNA1.1.t0.rep2","RNA1.1.t5.rep1","RNA1.1.t5.rep2","RNA1.1.t10.rep1","RNA1.1.t10.rep2","RNA1.1.t20.rep1","RNA1.1.t20.rep2"
"YLR439W","YLR446W","Putative protein of unknown function with similarity to hexokinases  transcript is upregulated during sporulation and the unfolded protein response  YLR446W is not an essential gene","0 0 0 1 1 0 1 0 ",6.01442924625885,6.51657305261412,5.90555626915612,5.8009757907107,6.35133344831411,6.82191135219149,6.180495526324,6.99841793424493,5.99110134588724,5.96867706216364,4.93936735434877,5.26347694888948,5.20599889066787,3.8077036166445,4.36878120479203,2.93173777976959
"YMR197C","ERG5","C-22 sterol desaturase, a cytochrome P450 enzyme that catalyzes the formation of the C-22(23) double bond in the sterol side chain in ergosterol biosynthesis  may be a target of azole antifungal drugs","0 0 0 1 1 0 1 1 0 ",5.55088644934331,5.62055658408637,5.60130754541208,6.16521053975272,6.76249754843763,6.59852936206957,7.11438302333942,6.88506280948304,5.79190419813323,5.33160689303292,5.39460994166388,4.75414487165595,4.6811394861419,4.24617299070588,4.48250519285922,2.93173777976959
"YOL008W","IES4","Component of the INO80 chromatiin remodeling complex and target of the Mec1p/Tel1p DNA damage signaling pathway  proposed to link chromatin remodeling to replication checkpoint responses","0 0 0 1 1 0 1 1 1 ",5.53191146693542,5.60454438942988,5.2489152798389,5.53962856216377,5.92522956181283,6.01009801555243,6.21685918313418,6.07627098917638,5.3489140846977,5.10045649778543,5.39460994166388,4.80416948752463,4.1053198471631,4.33773165012533,4.68614646415003,1.99213119315207
"YML011C","OGG1","Mitochondrial glycosylase/lyase that specifically excises 7,8-dihydro-8-oxoguanine residues located opposite cytosine or thymine residues in DNA, repairs oxidative damage to mitochondrial DNA, contributes to UVA resistance","0 0 0 1 1 1 0 0 ",3.65272454290706,3.33639093087799,2.69228818817556,3.16158659394447,3.97372800386081,3.78494154173601,3.51530781136085,3.93562210756238,4.25367943641592,4.30023799069369,3.19853527162545,3.49515804957865,1.65097151713143,2.70997418757244,1.01485121363075,-1.61619152264643
"YLR147C","MEF1","Mitochondrial elongation factor involved in translational elongation","0 0 0 1 1 1 0 1 0 ",5.30483992904003,4.7801916543291,4.47538984932071,4.87141340448904,3.97372800386081,4.08327844660569,3.7973119394242,4.43174205091768,4.57066509588099,4.66477456848952,3.3847583004613,4.53465596386058,2.57403016256414,2.96097131863272,3.96131650837169,-1.61619152264643
"YDR179W-A","TFC6","One of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC)  part of TFIIIC TauB domain that binds BoxB promoter sites of tRNA and other genes  cooperates with Tfc3p in DNA binding  human homolog is TFIIIC-110","0 0 0 1 1 1 0 1 1 ",4.76967287573642,4.53191141554823,4.29384725541758,3.91711269527844,3.97372800386081,4.01427659085324,3.92001929881618,4.02395478759164,4.45979517461462,4.03761525321811,3.19853527162545,2.9005756237305,1.65097151713143,2.40591576025671,2.82867050257864,-1.61619152264643
"YHR167W","YIL165C","Putative protein of unknown function  mutant exhibits mitophagy defects  in closely related species and other S. cerevisiae strain backgrounds YIL165C and adjacent ORF, YIL164C, likely constitute a single ORF encoding a nitrilase gene","0 0 0 1 1 1 1 0 0 ",6.57395784732647,6.38214731229764,5.1455065026944,5.5773336053946,5.39525775105021,5.45505538486639,6.05220405861717,5.53041220479964,6.69278406576264,6.64220715534189,3.83184968862933,4.08649838092502,2.57403016256414,3.36081959915999,3.96131650837169,2.53711361770085
"YJR013W","ACF4","Protein of unknown function, computational analysis of large-scale protein-protein interaction data suggests a possible role in actin cytoskeleton organization  potential Cdc28p substrate","0 0 0 1 1 1 1 0 1 0 ",7.11007704222248,6.80280771221649,6.43039802332129,6.70605101586839,6.7985499184367,5.7053978978753,7.27820626682963,6.50243302071789,6.74887826635832,6.11855375825648,5.30513369310151,4.6756971585286,2.57403016256414,4.33773165012533,4.94613094266056,3.2412777759575
"YKL003C","LAP4","Vacuolar aminopeptidase yscI  zinc metalloproteinase that belongs to the peptidase family M18  often used as a marker protein in studies of autophagy and cytosol to vacuole targeting (CVT) pathway","0 0 0 1 1 1 1 0 1 1 ",7.19092753403225,7.20444974393807,6.83671224189277,6.59094936951488,7.08793526691927,6.87639202043716,8.42652970820564,7.44088954470555,7.32975656841296,6.84285177121653,6.20336676536906,5.79572265173474,4.51350563788634,4.72449705093089,5.93847779585571,3.90056576938709
"YJL072C","IML2","Protein of unknown function  the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies","0 0 0 1 1 1 1 1 0 ",5.21252398600193,4.49764207840794,4.29384725541758,4.41042150587623,4.82522654669211,5.06932983741432,5.35953000069228,5.03089468192969,4.6736194440749,4.73104519726203,3.54966853553218,3.4329235314497,-1.61619152264643,2.70997418757244,3.39138139614886,-1.61619152264643
"YDR162C","RTN2","Protein of unknown function  has similarity to mammalian reticulon proteins  member of the RTNLA (reticulon-like A) subfamily","0 0 0 1 1 1 1 1 1 ",4.44395367922609,4.35179377222189,4.73489400222375,4.56855481185691,4.6468659708621,4.9634924044882,4.93381698332728,5.07291265061779,4.16221375498651,4.30023799069369,3.19853527162545,3.77147894189177,-1.61619152264643,3.52564578136324,3.96131650837169,1.10582483878902
"YML064C","AMD1","AMP deaminase, tetrameric enzyme that catalyzes the deamination of AMP to form IMP and ammonia  may be involved in regulation of intracellular adenine nucleotide pools","0 0 1 0 0 0 0 0 ",5.71128657965273,5.11007699059263,5.70193352962103,5.24386731077769,5.19341759952354,5.45505538486639,4.96265536363721,5.40443606311518,5.42958133618028,5.60334642756751,4.44816935473539,4.00328734947619,-1.61619152264643,2.96097131863272,2.82867050257864,4.21617781624254
"YKL068W-A","YKR017C","Putative protein of unknown function  contains a RING finger motif","0 0 1 0 0 0 0 1 ",4.80171092615359,4.86328616266329,4.58485322678844,4.56855481185691,4.6468659708621,4.5655823650518,3.16444909233714,4.33145707626152,5.57852795046039,5.50260616005548,3.69764722749751,2.98974076665275,-1.61619152264643,3.8077036166445,3.39138139614886,4.35137772222306
"YAR008W","KIN3","Nonessential serine/threonine protein kinase  possible role in DNA damage response","0 0 1 0 0 0 1 0 ",5.11389459139014,5.06398108710001,4.53115947032565,4.36802323706103,4.02332084314649,3.69961091317606,3.16444909233714,2.72383264472435,5.07570854178534,4.94160469908522,4.27046872568484,4.00328734947619,-1.61619152264643,1.49208750848681,4.11029524901722,3.2412777759575
"YBR110W","ERV15","Protein involved in export of proteins from the endoplasmic reticulum, has similarity to Erv14p","0 0 1 0 0 0 1 1 ",5.88582856388024,6.14812514103108,5.96750879378872,6.07583493258982,5.83089658922187,5.81088646427477,6.35378741900962,5.87723030857243,6.26833726432546,6.04230186838141,5.6338959393534,5.73253907663317,1.65097151713143,4.42382480134964,6.01607638385461,5.68523525685808
"YLR373C","APS1","Small subunit of the clathrin-associated adaptor complex AP-1, which is involved in protein sorting at the trans-Golgi network  homolog of the sigma subunit of the mammalian clathrin AP-1 complex","0 0 1 0 0 1 0 0 ",5.13919124423045,4.72201139748157,4.91338558604352,5.24386731077769,5.21492070121482,4.84927156977701,5.19913822825363,4.87337449046983,4.49770643517681,4.44547101330559,4.99764741277577,4.89929766343764,1.65097151713143,4.33773165012533,5.81364433442636,5.92088804700723
"YPL229W","ICY2","Protein of unknown function  mobilized into polysomes upon a shift from a fermentable to nonfermentable carbon source  potential Cdc28p substrate","0 0 1 0 0 1 0 1 ",3.78682247506298,3.33639093087799,3.65541582797668,4.13504797278807,4.32962644685762,4.72522409438223,4.37094704140959,4.26050551703846,3.84684188808979,4.06356636004524,3.69764722749751,3.7202872800651,-1.61619152264643,4.58197968375199,5.41578137152203,5.20346215590824
"YLR067C","SDO1","Essential protein involved in 60S ribosome maturation  ortholog of the human protein (SBDS) responsible for autosomal recessive Shwachman-Bodian-Diamond Syndrome  highly conserved across archae and eukaryotes","0 0 1 0 0 1 1 ",4.76967287573642,4.31290548633799,3.84338488726634,2.5530825450737,3.75631914057631,3.86550575261706,4.2357161235961,4.06617242926457,4.45979517461462,4.79440489024243,4.74891168620759,4.23977366406699,-1.61619152264643,4.72449705093089,5.89805503703805,4.35137772222306
"YCL004W","BUD23","Methyltransferase, methylates residue G1575 of 18S rRNA  required for rRNA processing and nuclear export of 40S ribosomal subunits independently of methylation activity  diploid mutant displays random budding pattern","0 0 1 0 1 0 0 0 0 ",3.15409889978277,3.48372742118364,3.18485122078109,3.58825236254149,3.81381916775774,4.68138585953496,4.28221583952658,4.55545466656096,3.59033405065641,3.16520271691097,4.06776443531949,3.86871540415376,-1.61619152264643,2.96097131863272,3.60735266525466,2.93173777976959
"YMR155W","FUS2","Cytoplasmic protein localized to the shmoo tip  required for the alignment of parental nuclei before nuclear fusion during mating","0 0 1 0 1 0 0 0 1 0 ",3.58069195157488,3.55211214617395,3.65541582797668,3.43238358387173,4.70880215186881,4.5655823650518,3.92001929881618,4.64173976015512,4.01312821957625,4.03761525321811,3.54966853553218,3.55481856866905,-1.61619152264643,3.36081959915999,3.79516305402795,2.53711361770085
"YDR286C","VPS54","Component of the GARP (Golgi-associated retrograde protein) complex, Vps51p-Vps52p-Vps53p-Vps54p, which is required for the recycling of proteins from endosomes to the late Golgi  potentially phosphorylated by Cdc28p","0 0 1 0 1 0 0 0 1 1 ",3.78682247506298,3.55211214617395,3.75245951109889,3.72891103341051,4.61487135708289,4.18096207918586,4.67966023955968,4.82501841748037,3.65886165556307,3.46690986045824,3.9546239036051,3.15306794075914,-1.61619152264643,3.67355680484894,3.39138139614886,2.93173777976959
"YNL122C","OCA1","Putative protein tyrosine phosphatase, required for cell cycle arrest in response to oxidative damage of DNA","0 0 1 0 1 0 0 1 ",5.49319597715492,5.60454438942988,5.0722055082144,5.19619394851128,5.63744286826963,5.63819202618766,6.39668689491857,6.2140794291364,5.7765654886915,5.41460628600553,5.05366428112167,4.98853943077856,1.65097151713143,4.85419286626891,5.23285929241061,4.69435228080837
"YGR235C","RBG2","Protein with a role in translation  forms a complex with Gir2p  has similarity to mammalian developmentally regulated GTP-binding protein","0 0 1 0 1 0 1 0 ",5.82477400762641,5.41557653340626,6.08396207410058,5.68487382663012,6.34159163665957,6.20846434239408,7.36177417465762,6.43153441850632,5.8070815408184,5.76232581716599,5.74013404045987,5.53931293309198,2.57403016256414,4.97318489087841,5.09660665114595,5.27324317165948
"YNR037C","SKO1","Basic leucine zipper transcription factor of the ATF/CREB family  forms a complex with Tup1p and Cyc8p to both activate and repress transcription  cytosolic and nuclear protein involved in osmotic and oxidative stress responses","0 0 1 0 1 0 1 1 ",5.7772253225698,5.69805557406257,5.9265041033899,6.15277661628823,5.97648810802754,6.14532494863644,6.79169745165023,6.8062985605945,6.61730187881621,6.28772600237863,5.93167814810711,6.10601845906782,2.57403016256414,4.9149153236947,5.35734694329166,4.35137772222306
"YGR053C","UTP22","Possible U3 snoRNP protein involved in maturation of pre-18S rRNA, based on computational analysis of large-scale protein-protein interaction data","0 0 1 0 1 1 0 ",1.47320055153963,2.52519319665085,2.87580314753269,3.43238358387173,4.28965301607429,4.08327844660569,5.07256832320178,4.61354759182512,3.27814078003297,2.84440449352334,2.04292277697652,1.87132487876257,-1.61619152264643,0.650375093115475,3.13728885925256,1.10582483878902
"YDR242W","YDR391C","Putative protein of unknown function, possibly involved in zinc homeostasis  Bdf1p-dependent transcription induced by salt stress  green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus","0 0 1 0 1 1 1 0 0 ",2.94049063294212,2.98707142524001,3.43923461552825,3.66029524708797,4.76818845077877,4.43966578764375,5.07256832320178,4.94299907394292,2.7594557128648,2.90307227905614,3.54966853553218,2.59431761683047,-1.61619152264643,3.1747037778793,4.11029524901722,2.93173777976959
"YMR158C-A","COS3","Protein involved in salt resistance  interacts with sodium:hydrogen antiporter Nha1p  member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins","0 0 1 0 1 1 1 0 1 ",3.05124456800962,3.55211214617395,3.43923461552825,4.03019162339519,4.51439637865769,4.33036831450907,4.99092856562063,3.74086237802149,2.32585331197186,2.78324945605046,3.3847583004613,2.0478014902979,-1.61619152264643,2.40591576025671,3.60735266525466,2.53711361770085
"YDR219C","BRE4","Zinc finger protein containing five transmembrane domains  null mutant exhibits strongly fragmented vacuoles and sensitivity to brefeldin A, a drug which is known to affect intracellular transport","0 0 1 0 1 1 1 1 ",3.05124456800962,3.25666679666132,3.75245951109889,4.0835722199939,4.6468659708621,4.90751207637117,4.08648580678004,4.33145707626152,3.51838837179008,3.30229515880707,2.73346897893297,1.67021234660593,-1.61619152264643,2.40591576025671,2.82867050257864,2.93173777976959
"YML091C","NSE5","Essential subunit of the Mms21-Smc5-Smc6 complex  required for cell viability and DNA repair","0 0 1 1 0 0 0 0 0 ",4.66905504646498,2.88471474960837,5.03410937431548,5.29001558484299,6.29187072339444,6.28369065376924,4.84367287364917,5.43697629013838,4.7383880126557,4.40544600922504,3.83184968862933,3.7202872800651,1.65097151713143,3.93043126039258,4.86456648942159,3.71241528470177
"YMR081C","CAC2","Component of the chromatin assembly complex (with Rlf2p and Msi1p) that assembles newly synthesized histones onto recently replicated DNA, required for building functional kinetochores, conserved from yeast to humans","0 0 1 1 0 0 0 0 1 0 ",3.05124456800962,2.98707142524001,5.43584417506132,5.3781065741741,5.48648983077789,5.24524417433576,4.13796356095548,3.74086237802149,-0.132698463575996,1.72553212184585,2.42912364648706,1.67021234660593,-1.61619152264643,1.49208750848681,4.11029524901722,1.10582483878902
"YNR002C","GIM3","Subunit of the heterohexameric cochaperone prefoldin complex which binds specifically to cytosolic chaperonin and transfers target proteins to it","0 0 1 1 0 0 0 0 1 1 ",2.82052194804637,1.32095788274497,4.29384725541758,4.27929500894218,5.5040638178188,5.28971854542303,6.07879126606263,5.28439255147027,-1.61619152264643,0.602671211662138,2.04292277697652,2.47585362259317,-1.61619152264643,2.02017780502171,3.60735266525466,1.99213119315207
"YMR181C","ADI1","Acireductone dioxygenease involved in the methionine salvage pathway  ortholog of human MTCBP-1  transcribed with YMR010W and regulated post-transcriptionally by RNase III (Rnt1p) cleavage  ADI1 mRNA is induced in heat shock conditions","0 0 1 1 0 0 0 1 0 ",4.52295481581648,3.79721740183156,4.29384725541758,4.56855481185691,5.19341759952354,5.50620921677036,5.54257843544457,5.49993435837916,3.18826177439378,4.06356636004524,3.54966853553218,4.77937399055583,1.65097151713143,4.72449705093089,5.47194083701925,6.04577148285648
"YJL206C","CTK2","Beta subunit of C-terminal domain kinase I (CTDK-I), which phosphorylates both RNA pol II subunit Rpo21p to affect transcription and pre-mRNA 3' end processing, and ribosomal protein Rps2p to increase translational fidelity","0 0 1 1 0 0 0 1 1 ",5.53191146693542,4.5981006413547,4.58485322678844,5.17175319399842,5.77408668649673,5.34696217660993,6.62129882516622,5.92389513282486,4.91688463307954,4.23322182176616,4.06776443531949,4.75414487165595,2.57403016256414,4.85419286626891,5.76951166091798,5.33980413381524
"YDL027C","YFH1","Mitochondrial matrix iron chaperone  oxidizes and stores iron  interacts with Isu1p to promote Fe-S cluster assembly  mutation results in multiple Fe/S-dependent enzyme deficiencies  human frataxin homolog is mutated in Friedrich's ataxia","0 0 1 1 0 0 1 0 0 0 0 0 0 ",6.36469654510628,5.82785500124378,6.44498968263431,6.86693694721965,7.16176287974018,7.01529816153997,8.12549285331028,7.31960972115141,5.66437003032571,5.56752221630091,5.35056537319565,5.49431186475027,3.8477434750795,5.57212161063785,6.76519173402216,6.04577148285648
"YNL155W","HCH1","Heat shock protein regulator that binds to Hsp90p and may stimulate ATPase activity  originally identified as a high-copy number suppressor of a HSP90 loss-of-function mutation  GFP-fusion protein localizes to the cytoplasm and nucleus","0 0 1 1 0 0 1 0 0 0 0 0 1 ",7.57148591872151,7.26682364095605,7.9102111286073,8.16957118071846,9.1730937817968,8.67670264196293,9.98445191728773,9.33261153550395,7.1569101318696,6.94759934298434,7.14965826709449,6.84623029834472,5.50316667268448,6.36438556705099,8.7392404091429,7.3950658606768
"YMR184W","ZRC1","Vacuolar membrane zinc transporter, transports zinc from the cytosol into the vacuole for storage  also has a role in resistance to zinc shock resulting from a sudden influx of zinc into the cytoplasm","0 0 1 1 0 0 1 0 0 0 0 1 ",5.4534128193081,5.75719027756323,6.15668290748075,6.48582653571073,7.26844330735104,7.15407560971876,8.35219249749634,7.67374430025748,5.6306436130866,5.59447342600417,5.55845927709137,5.65287440359273,4.32380099190725,5.64562751575627,6.62362021846981,5.05287746077118
"YKL091C","MPE1","Essential conserved subunit of CPF (cleavage and polyadenylation factor), plays a role in 3' end formation of mRNA via the specific cleavage and polyadenylation of pre-mRNA, contains a putative RNA-binding zinc knuckle motif","0 0 1 1 0 0 1 0 0 0 1 ",3.96714969612547,4.05459885433614,5.43584417506132,5.78495096291654,6.53351117299539,6.85681808192868,6.58466362896999,6.98747491233807,4.11421023512154,3.71630444069891,3.54966853553218,4.23977366406699,1.65097151713143,4.58197968375199,4.58791593110475,4.21617781624254
"YGL104C","UGA1","Gamma-aminobutyrate (GABA) transaminase (4-aminobutyrate aminotransferase) involved in the 4-aminobutyrate and glutamate degradation pathways  required for normal oxidative stress tolerance and nitrogen utilization","0 0 1 1 0 0 1 0 0 1 0 ",5.13919124423045,5.34022353438687,6.17430446321713,6.58170305099217,7.16176287974018,6.9567399365149,6.79971117251964,7.11361200075797,4.25367943641592,3.81126469742182,4.27046872568484,3.66721212887272,2.57403016256414,3.36081959915999,5.35734694329166,2.93173777976959
"YNL036W","YNR021W","Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum  YNR021W is not an essential gene","0 0 1 1 0 0 1 0 0 1 1 ",9.11869088176693,9.4915369359303,10.0972088411193,10.3644091981429,11.2930074235738,11.1844849058941,11.8341629999227,11.4637392531817,8.39510167991025,8.16381828128278,8.55455652913515,8.49850294873895,7.51769122069286,7.72588379944748,8.93674517304608,7.4106326523798
