Name,Length,gene,product,reads,reads-with-tail,mean-tail,proportion-with-tail
NM_058334,5475,W04C9.5,Protein W04C9.5,789.0,597.0,18.8458961474,0.756653992395
NM_058336,6512,W04C9.6,Protein W04C9.6,240.0,161.0,33.5590062112,0.670833333333
NM_058339,6801,Y65B4BL.3,Protein Y65B4BL.3,9592.0,8885.0,45.5445132245,0.926292743953
NM_058340,4151,Y65B4BL.4,Protein Y65B4BL.4,14692.0,4849.0,28.7805733141,0.330043561122
NM_058342,2866,Y65B4BL.7,Protein Y65B4BL.7,367.0,160.0,34.49375,0.435967302452
NM_058343,5917,acs-13,Protein ACS-13,40078.0,37983.0,38.9232024853,0.947726932482
NM_001129077/NM_001129076,2073,Y65B4BL.6,"Protein Y65B4BL.6, isoform b/Protein Y65B4BL.6, isoform a",205.0,196.0,30.7397959184,0.956097560976
NR_049911,1289,Y65B4BL.12,,3.0,0.0,NA,0.0
NR_049912,1128,Y65B4BR.10,,0.0,0.0,NA,NA
NM_001026626,1952,ceh-9,Protein CEH-9,25.0,20.0,32.4,0.8
NM_058353/NM_182075,3630,grl-16,"Protein GRL-16, isoform a/Protein GRL-16, isoform b",16.0,16.0,33.4375,1.0
NM_001026333,2314,F56A6.5,Protein F56A6.5,0.0,0.0,NA,NA
NM_001261951/NM_001261950,22712,hum-7,"Protein HUM-7, isoform a/Protein HUM-7, isoform b",1211.0,620.0,25.8483870968,0.511973575557
NM_058356,15722,F56A6.4,Protein F56A6.4,4462.0,1128.0,22.9778368794,0.252801434334
NR_101516,1213,Y65B4A.10,,11699.0,11127.0,42.5161319313,0.951106932216
NR_101517,1110,Y65B4A.11,,265.0,246.0,33.243902439,0.928301886792
NM_058360,6241,Y65B4A.6,Protein Y65B4A.6,185.0,76.0,33.8157894737,0.410810810811
NM_058363,2587,Y65B4A.7,Protein Y65B4A.7,219.0,211.0,33.2464454976,0.963470319635
NM_058365,4545,Y65B4A.8,Protein Y65B4A.8,1841.0,1779.0,40.1540191119,0.966322650733
NM_058366,4183,Y65B4A.9,Protein Y65B4A.9,1254.0,1011.0,19.6607319486,0.806220095694
NM_001026562,7799,Y18H1A.14,Protein Y18H1A.14,17.0,9.0,21.1111111111,0.529411764706
NM_058367,3637,Y18H1A.10,Protein Y18H1A.10,195.0,184.0,29.9402173913,0.94358974359
NM_058369,3448,Y18H1A.4,Protein Y18H1A.4,2912.0,1822.0,37.7722283205,0.625686813187
NM_058370,4210,Y18H1A.2,Protein Y18H1A.2,15612.0,7567.0,21.6675036342,0.484691263131
NM_058371,16217,Y18H1A.3,Protein Y18H1A.3,14306.0,13471.0,37.4148912479,0.941632881309
NM_058372,2560,Y18H1A.7,Protein Y18H1A.7,7395.0,7208.0,36.5450887902,0.974712643678
NM_001026563,6483,Y18H1A.15,Protein Y18H1A.15,689.0,670.0,34.5074626866,0.972423802612
NM_001047236,4451,col-46,Protein COL-46,14.0,12.0,31.5833333333,0.857142857143
NM_058375/NR_072346--1-of-3,9442,Y18H1A.9/C53C7.6,Protein Y18H1A.9,29.0,25.0,33.88,0.862068965517
NM_058377,1888,mps-3,Protein MPS-3,84.0,81.0,34.7901234568,0.964285714286
NR_049919,1146,T06A4.4,,3.0,2.0,27.0,0.666666666667
NR_049922,1299,Y73A3A.1,,0.0,0.0,NA,NA
NR_049923,1144,Y73A3A.2,,0.0,0.0,NA,NA
NR_049927,1148,ZC123.7,,0.0,0.0,NA,NA
NM_058382/NM_001026671/NM_182008,5910,ZC123.4,"Protein ZC123.4, isoform a/Protein ZC123.4, isoform c/Protein ZC123.4, isoform b",724.0,389.0,38.8868894602,0.53729281768
NM_058386/NR_051839/NM_001129083,10233,Y54G9A.11/pde-6,"Protein PDE-6, isoform a/Protein PDE-6, isoform b",631.0,470.0,40.4617021277,0.744849445325
NM_058388,6168,him-19,Protein HIM-19,1762.0,1523.0,38.0564674984,0.864358683314
NM_001129087/NM_001129086/NM_001129085/NM_001129084/NM_001037904/NM_001037903,15437,Y95B8A.12,"Protein Y95B8A.12, isoform f/Protein Y95B8A.12, isoform e/Protein Y95B8A.12, isoform d/Protein Y95B8A.12, isoform c/Protein Y95B8A.12, isoform b/Protein Y95B8A.12, isoform a",182.0,109.0,33.623853211,0.598901098901
NR_050996/NM_001026573/NM_058395/NR_052806/NM_058397/NM_058398/NM_058399/NM_058400/NM_058401/NR_049939/NM_058406/NM_058405/NM_058407/NM_058408/NM_001083151/NM_001083150/NM_058415/NM_058417/NM_058419/NR_052813/NM_058424/NM_170798/NR_049942/NM_058427/NM_001262043/NM_058434/NM_058435/NM_058436/NR_049946/NR_049948/NR_049949/NM_058442/NM_058445/NM_058446/NM_058450/NM_058452/NM_058454/NR_049950/NR_049951/NM_058460/NR_049952/NR_049953/NM_058467/NM_058468/NM_058470/NM_058471/NM_058474/NM_001026649,711665,T12C9.8/mig-1/Y49E10.31/cutl-20/shc-1/C54G6.7/madf-6/mrpl-38/spd-1/Y34D9A.8/vps-4/R06A10.3/R06A10.4/BE10.7/Y48G8AL.10/aps-3/Y48G8AL.18/haf-6/Y48G8AL.16/Y48G8AL.12/Y48G8AL.13/grh-1/Y48G8AR.6/Y48G8AR.4/K12C11.8/K12C11.1/Y92H12BL.4/Y92H12BM.1/Y92H12BR.2/Y92H12BR.4/F37F2.2/F47G6.6/21ur-13232/Y92H12A.5/21ur-12465/Y92H12A.8/cpx-1/Y73E7A.5/Y73E7A.6/bre-4/mab-20,"Protein MIG-1, isoform b/Protein MIG-1, isoform a/Protein CUTL-20/Protein SHC-1, isoform a/Protein SHC-1, isoform b/Protein SHC-1, isoform d/Protein SHC-1, isoform c/Protein MADF-6, isoform b/Protein MADF-6, isoform a/Protein MRPL-38/Protein SPD-1/Protein Y34D9A.8, isoform b/Protein Y34D9A.8, isoform a/Protein VPS-4/Protein R06A10.3/Protein R06A10.4/Protein Y48G8AL.10/Protein APS-3/Protein HAF-6/Protein Y48G8AL.16/Protein Y48G8AL.12/Protein Y48G8AL.13/Protein GRH-1/Protein K12C11.1/Protein Y92H12BL.4/Protein Y92H12BM.1/Protein Y92H12BR.2/Protein Y92H12BR.4/Protein F37F2.2/Protein Y92H12A.5/Protein CPX-1/Protein Y73E7A.5/Protein Y73E7A.6/Protein BRE-4/Protein MAB-20, isoform a/Protein MAB-20, isoform b",107671.0,83667.0,33.7695985275,0.777061604332
NM_058476,2038,pqn-88,Protein PQN-88,607.0,571.0,36.2171628722,0.940691927512
NM_001026655,6690,Y71G12B.33,Protein Y71G12B.33,10.0,6.0,49.6666666667,0.6
NM_058477,4283,Y71G12B.22,Protein Y71G12B.22,73.0,72.0,26.2638888889,0.986301369863
NM_001026651/NM_001026650,3618,Y71G12B.23,"Protein Y71G12B.23, isoform b/Protein Y71G12B.23, isoform a",618.0,443.0,17.5620767494,0.716828478964
NM_001262100,4560,Y71G12B.35,Protein Y71G12B.35,396.0,275.0,25.8509090909,0.694444444444
NM_001026653,6396,Y71G12B.31,Protein Y71G12B.31,259.0,212.0,42.0330188679,0.818532818533
NR_049956,1111,Y71G12B.36,,0.0,0.0,NA,NA
NM_058487,11293,mppa-1,Protein MPPA-1,1320.0,1012.0,31.1581027668,0.766666666667
NM_058491,5375,Y71G12B.25,Protein Y71G12B.25,780.0,698.0,40.7722063037,0.894871794872
NM_058492,3723,Y71G12B.26,Protein Y71G12B.26,94.0,83.0,40.4939759036,0.882978723404
NM_058495,2207,Y71G12B.27,Protein Y71G12B.27,386.0,337.0,40.9703264095,0.873056994819
NM_001026654,2916,Y71G12B.32,Protein Y71G12B.32,94.0,86.0,48.4186046512,0.914893617021
NM_001026652,5342,Y71G12B.30,Protein Y71G12B.30,493.0,367.0,39.1961852861,0.744421906694
NM_001047179,1255,C53H9.3,Protein C53H9.3,12998.0,9692.0,31.5439537763,0.745653177412
NR_049958,1067,M01D7.10,,214.0,211.0,61.5545023697,0.985981308411
NM_001083140,4394,M01D7.9,Protein M01D7.9,61.0,18.0,53.5555555556,0.295081967213
NM_058509,3687,M01D7.1,Protein M01D7.1,35.0,28.0,39.8571428571,0.8
NM_058510,10309,scm-1,Protein SCM-1,8941.0,8000.0,36.531125,0.894754501734
NM_058513,10659,Y71G12A.4,Protein Y71G12A.4,656.0,107.0,32.4018691589,0.163109756098
NM_170807,3061,Y51F10.7,Protein Y51F10.7,7200.0,5612.0,48.3164647185,0.779444444444
NR_101525,1123,anr-19,,60.0,60.0,46.0833333333,1.0
NM_170811,8682,Y51F10.10,Protein Y51F10.10,5703.0,5075.0,38.9473891626,0.889882517973
NM_058515,22757,gap-3,Protein GAP-3,232.0,192.0,32.515625,0.827586206897
NM_058517,10250,Y20F4.4,Protein Y20F4.4,3347.0,2554.0,39.1491777604,0.76307140723
NM_001026565,2038,Y20F4.8,Protein Y20F4.8,67.0,63.0,35.6349206349,0.940298507463
NM_058521,3207,Y37E3.1,Protein Y37E3.1,4646.0,3590.0,40.0025069638,0.772707705553
NR_049961,1134,Y37E3.26,,3.0,2.0,14.5,0.666666666667
NM_170818,1385,rla-1,Protein RLA-1,804535.0,473020.0,26.0786562936,0.587942103202
NM_058527/NM_058526/NR_003393/NR_003392,1884,Y37E3.8/Y37E3.22/Y37E3.21,"Protein Y37E3.8, isoform b/Protein Y37E3.8, isoform a",474850.0,335351.0,22.8550175786,0.706225123723
NR_049963,1219,Y37E3.27,,5.0,0.0,NA,0.0
NR_049964,1222,Y37E3.29,,0.0,0.0,NA,NA
NM_058532,9124,iglr-3,Protein IGLR-3,278.0,208.0,34.9615384615,0.748201438849
NR_052037,1020,Y50D7A.16,,2.0,0.0,NA,0.0
NM_001047237,2173,Y37E3.19,Protein Y37E3.19,40.0,19.0,41.6315789474,0.475
NM_001037896,5735,fpn-1.1,Protein FPN-1.1,1472.0,1272.0,41.9371069182,0.864130434783
NM_058541,3748,W03F11.1,Protein W03F11.1,64885.0,30835.0,45.0816280201,0.475225398782
NM_058542,10839,gcy-17,Protein GCY-17,9.0,1.0,10.0,0.111111111111
NM_058543,2069,dct-9,Protein DCT-9,68.0,68.0,28.5735294118,1.0
NM_058544,6717,W03F11.4,Protein W03F11.4,495.0,294.0,28.4353741497,0.593939393939
NM_058548/NR_050574/NM_058551/NM_170821/NM_170822/NM_058555/NR_049972/NM_058561/NM_001262210/NM_058562/NM_058563/NM_058568/NM_170825/NM_170824/NR_049977/NM_058572/NM_058573/NM_058574/NM_058575/NM_058576/NM_058580/NM_058581/NM_058582/NM_182064/NM_058584/NM_001026659,230231,abt-2/ZK1025.13/cdk-7/tpxl-1/icp-1/Y39G10AR.30/mcm-4/Y39G10AR.32/Y39G10AR.15/Y39G10AR.16/sydn-1/Y39G10AR.18/Y39G10AR.26/F23C8.5/F23C8.6/F23C8.7/F23C8.8/F23C8.9/F23C8.11/F23C8.12/inx-19/Y74C10AL.2/abtm-1,"Protein ABT-2/Protein CDK-7/Protein TPXL-1, isoform a/Protein TPXL-1, isoform b/Protein ICP-1/Protein MCM-4/Protein Y39G10AR.32/Protein Y39G10AR.15/Protein Y39G10AR.16/Protein SYDN-1/Protein Y39G10AR.18, isoform b/Protein Y39G10AR.18, isoform a/Protein F23C8.5/Protein F23C8.6/Protein F23C8.7/Protein F23C8.8/Protein F23C8.9/Protein F23C8.11/Protein F23C8.12/Protein INX-19, isoform a/Protein INX-19, isoform b/Protein Y74C10AL.2/Protein ABTM-1",227151.0,165968.0,37.8604851538,0.730650536427
NM_170827/NM_170828/NM_058590,7818,Y23H5B.7,"Protein Y23H5B.7, isoform a/Protein Y23H5B.7, isoform b/Protein Y23H5B.7, isoform c",174.0,91.0,40.4725274725,0.522988505747
NR_003390,1144,Y23H5B.10,,2.0,0.0,NA,0.0
NM_058593,2362,Y23H5B.8,Protein Y23H5B.8,191.0,102.0,35.637254902,0.534031413613
NM_058595,1216,nspd-8,Protein NSPD-8,0.0,0.0,NA,NA
NR_070389/NM_058601/NM_058602/NM_182011/NM_058603/NM_001026389/NM_001026388/NR_049981/NR_049982/NR_049984/NM_058613/NM_058612/NM_058618/NM_058619/NR_049985/NM_058621/NR_049990/NM_058622/NR_049992/NR_049994/NM_058629/NM_058630/NM_058634/NM_058635/NM_058636/NM_001129081/NM_001026640/NM_170837/NM_058640/NM_058639/NM_182045/NM_058641/NM_058642/NM_058643/NM_058645/NM_001262314/NM_001262313/NM_058651/NR_101530/NM_058652/NR_101531/NR_050003/NM_058653/NR_050004/NR_050006/NR_050009/NM_058655/NM_182056/NM_058656/NM_001026504/NM_058659/NM_058661/NM_058660/NR_002354/NR_002353/NR_050012/NR_050013/NM_058664/NM_058665/NR_101532/NM_058668/NM_058671/NM_001129080/NM_001026638,396763,D1005.9/aat-5/fbp-1/ptr-12/K07A3.4/Y23H5A.11/Y23H5A.9/cars-1/F40E3.5/F40E3.6/F40E3.9/F32B5.7/F32B5.15/cpz-1/F32B5.16/Y71F9B.21/dnj-30/Y71F9B.6/lron-11/plk-2/Y71F9B.9/sop-3/Y71F9B.13/Y71F9B.14/Y71F9B.15/W03D8.9/W03D8.1/W03D8.2/W03D8.3/W03D8.13/pop-1/W10C8.17/W10C8.12/W10C8.3/W10C8.13/W10C8.15/W10C8.11/W10C8.4/W10C8.5/W10C8.6/Y71F9AL.12/rpl-1/Y71F9AL.19/Y71F9AL.20/dnc-5/arx-1/Y71F9AL.24/Y71F9AL.17/pme-1/Y71F9AM.8/bam-2,"Protein AAT-5, isoform a/Protein AAT-5, isoform b/Protein AAT-5, isoform c/Protein FBP-1/Protein PTR-12, isoform b/Protein PTR-12, isoform a/Protein CARS-1, isoform b/Protein CARS-1, isoform a/Protein F40E3.5/Protein F40E3.6/Protein F32B5.7/Protein CPZ-1/Protein DNJ-30/Protein Y71F9B.6/Protein LRON-11/Protein PLK-2/Protein Y71F9B.9, isoform a/Protein Y71F9B.9, isoform b/Protein SOP-3, isoform b/Protein SOP-3, isoform a/Protein Y71F9B.13, isoform b/Protein Y71F9B.13, isoform a/Protein Y71F9B.13, isoform c/Protein Y71F9B.14/Protein Y71F9B.15/Protein W03D8.9/Protein W03D8.1/Protein W03D8.2, isoform a/Protein W03D8.2, isoform b/Protein W03D8.3/Protein POP-1/Protein W10C8.3/Protein W10C8.4, isoform a/Protein W10C8.4, isoform b/Protein W10C8.5/Protein W10C8.6/Protein Y71F9AL.12/Protein RPL-1, isoform b/Protein RPL-1, isoform a/Protein DNC-5/Protein ARX-1/Protein Y71F9AL.17/Protein PME-1/Protein Y71F9AM.8/Protein BAM-2",555512.0,405626.0,33.3704348341,0.730184046429
NR_050017,1125,Y71F9AR.9,,0.0,0.0,NA,NA
NR_050018,1082,Y71F9AR.8,,0.0,0.0,NA,NA
NR_050020,1054,Y71F9AR.6,,0.0,0.0,NA,NA
NM_001083156,2338,Y71F9AR.4,Protein Y71F9AR.4,7070.0,4185.0,43.6848267622,0.591937765205
NM_058681,2905,Y71F9AR.2,Protein Y71F9AR.2,426.0,225.0,35.5288888889,0.528169014085
NM_058682/NR_070194,10727,Y71F9AR.3/Y17D7C.7,Protein Y71F9AR.3,669.0,586.0,39.8242320819,0.875934230194
NM_058684,2374,nduf-5,Protein NDUF-5,15210.0,8417.0,30.4966139955,0.553385930309
NM_058686,8417,mek-2,Protein MEK-2,17415.0,17081.0,43.6717405304,0.980821131209
NM_058691,3617,Y54E10BR.5,Protein Y54E10BR.5,10650.0,7657.0,34.639284315,0.71896713615
NM_058692,2601,rpb-7,Protein RPB-7,6757.0,4940.0,39.6180161943,0.731093680627
NM_058694,13557,mod-5,Protein MOD-5,368.0,334.0,40.4461077844,0.907608695652
NM_058695,7944,ztf-23,Protein ZTF-23,1933.0,1863.0,32.6833064949,0.963786859803
NM_058698,1645,arx-7,Protein ARX-7,2623.0,1809.0,25.9767827529,0.689668318719
NM_170840/NM_170839/NM_171834,13599,M01B12.4,"Protein M01B12.4, isoform c/Protein M01B12.4, isoform a/Protein M01B12.4, isoform b",220.0,151.0,33.2715231788,0.686363636364
NM_001026399/NM_001026400,5924,riok-1,"Protein RIOK-1, isoform a/Protein RIOK-1, isoform b",122.0,57.0,16.1929824561,0.467213114754
NR_050024,1073,C45E1.6,,4.0,3.0,6.0,0.75
NM_001262377,2025,C45E1.5,Protein C45E1.5,48.0,44.0,36.7954545455,0.916666666667
NM_058703,3194,C45E1.4,Protein C45E1.4,230.0,92.0,33.1956521739,0.4
NM_001262379,3221,K09H9.9,Protein K09H9.9,57.0,49.0,36.387755102,0.859649122807
NM_001129021,2971,K09H9.8,Protein K09H9.8,643.0,566.0,32.0671378092,0.880248833593
NM_182072,2436,K09H9.5,Protein K09H9.5,346.0,221.0,38.2036199095,0.638728323699
NM_058707,4264,lpd-6,Protein LPD-6,14998.0,2060.0,38.5087378641,0.137351646886
NM_058709,2202,K09H9.7,Protein K09H9.7,7943.0,5640.0,32.4482269504,0.710059171598
NR_101535,1212,K09H9.11,,25039.0,19531.0,34.0704521018,0.780023163864
NM_058712/NM_058711/NM_001026622,3520,vbh-1,"Protein VBH-1, isoform a/Protein VBH-1, isoform b/Protein VBH-1, isoform c",3659.0,3269.0,44.4876108902,0.893413500957
NM_058716,3952,Y54E10A.10,Protein Y54E10A.10,3783.0,2999.0,34.1270423474,0.792757071108
NM_058717,17185,Y54E10A.11,Protein Y54E10A.11,2633.0,2519.0,39.5375148869,0.956703380175
NM_058719,6173,Y54E10A.12,Protein Y54E10A.12,2742.0,2408.0,36.9028239203,0.878191101386
NM_058720,4690,Y54E10A.13,Protein Y54E10A.13,18.0,14.0,41.0714285714,0.777777777778
NM_058724,6531,rom-5,Protein ROM-5,8694.0,8057.0,36.2900583344,0.926731078905
NM_001047242,5349,cdt-1,Protein CDT-1,3737.0,3661.0,35.0111991259,0.979662831148
NM_058728,2489,mab-31,Protein MAB-31,2249.0,1640.0,36.5164634146,0.729212983548
NR_050028,1285,Y54E10A.26,,0.0,0.0,NA,NA
NR_050754/NR_050035/NM_058731/NM_001047238/NM_058732/NM_058736/NM_001129055/NR_002350/NM_058738/NM_058740/NM_058741/NM_058742/NM_170842/NM_171835/NM_001037893/NM_058749/NM_001262432/NM_001262429/NM_001037895/NM_001037894/NM_001262433/NR_101537/NM_058759/NM_058761/NM_058763/NR_101539/NM_001026590/NM_058769/NR_051949/NM_058771/NM_001129067/NM_001026591/NM_001026595/NR_101541/NM_001026592/NM_058775/NM_058776/NM_170843/NM_001026593/NR_101642--1-of-3/NR_050692--1-of-4/NR_060736--1-of-4/NM_001026594/NM_058781/NM_170844,351802,Y105E8A.45/Y54E10A.23/zip-4/pqn-72/W01B11.6/ace-2/trx-4/Y44E3A.4/Y44E3A.6/W05F2.2/W05F2.3/W05F2.4/anr-45/sep-1/Y47G6A.13/Y47G6A.14/Y47G6A.36/Y47G6A.15/Y47G6A.17/2RSSE.6/Y47G6A.18/Y47G6A.30/Y47G6A.38/Y47G6A.19/rnp-6/Y47G6A.21/Y6B3B.15/Y6B3B.14/Y57G11C.1141/Y47G6A.22/lpd-3/Y47G6A.29,"Protein ZIP-4, isoform a/Protein ZIP-4, isoform c/Protein ZIP-4, isoform b/Protein PQN-72, isoform a/Protein PQN-72, isoform b/Protein W01B11.6, isoform a/Protein ACE-2/Protein TRX-4/Protein Y44E3A.4/Protein Y44E3A.6, isoform a/Protein Y44E3A.6, isoform b/Protein W05F2.2/Protein W05F2.3/Protein W05F2.4, isoform d/Protein W05F2.4, isoform c/Protein W05F2.4, isoform b/Protein W05F2.4, isoform a/Protein W05F2.4, isoform e/Protein SEP-1/Protein Y47G6A.13/Protein Y47G6A.14/Protein Y47G6A.15/Protein Y47G6A.17/Protein Y47G6A.18/Protein Y47G6A.19, isoform c/Protein Y47G6A.19, isoform a/Protein Y47G6A.30/Protein Y47G6A.19, isoform b/Protein RNP-6, isoform b/Protein RNP-6, isoform a/Protein RNP-6, isoform c/Protein Y47G6A.21/Protein Y47G6A.22/Protein LPD-3/Protein Y47G6A.29",164880.0,115792.0,33.3295219013,0.702280446385
NM_058783/NM_001129068,2016,mis-12,"Protein MIS-12, isoform a/Protein MIS-12, isoform b",4328.0,3320.0,35.4719879518,0.767097966728
NM_058784,2814,Y47G6A.25,Protein Y47G6A.25,7835.0,2968.0,26.4780997305,0.378813018507
NM_058787,1689,Y47G6A.26,Protein Y47G6A.26,112.0,74.0,38.1351351351,0.660714285714
NM_001026473/NM_001026474,6191,jmjc-1,"Protein JMJC-1, isoform a/Protein JMJC-1, isoform b",371.0,308.0,41.0941558442,0.830188679245
NM_058792,5924,ccb-1,Protein CCB-1,442.0,258.0,40.8875968992,0.58371040724
NM_058793,2304,col-50,Protein COL-50,117.0,88.0,27.8409090909,0.752136752137
NM_058795,7528,acd-5,Protein ACD-5,364.0,262.0,44.3244274809,0.71978021978
NM_058796,5538,smp-2,Protein SMP-2,1615.0,1465.0,49.6491467577,0.907120743034
NM_058797,1610,ftn-2,Protein FTN-2,81251.0,72552.0,48.1516153931,0.892936702318
NM_058798,1789,rab-8,Protein RAB-8,21402.0,15777.0,36.6570957723,0.737174095879
NM_058800,4834,D1037.5,Protein D1037.5,243.0,208.0,39.1923076923,0.855967078189
NM_058801,4165,msh-2,Protein MSH-2,9195.0,2912.0,30.1861263736,0.316693855356
NR_050044,1021,21ur-13866,,1.0,1.0,12.0,1.0
NM_058803,4124,F21A9.2,Protein F21A9.2,316.0,274.0,39.704379562,0.867088607595
NM_058805,8297,lin-59,Protein LIN-59,3318.0,2344.0,21.9825085324,0.706449668475
NM_182024/NM_058808,7737,larp-5,"Protein LARP-5, isoform b/Protein LARP-5, isoform a",21217.0,17728.0,33.1988944043,0.835556393458
NR_050046,1144,Y8G1A.3,,0.0,0.0,NA,NA
NM_058811,6156,inx-13,Protein INX-13,7096.0,6417.0,38.1982234689,0.904312288613
NM_058812,4389,inx-12,Protein INX-12,12014.0,11213.0,34.0985463302,0.933327784252
NM_001262507,1573,C32E8.12,Protein C32E8.12,42.0,36.0,36.9166666667,0.857142857143
NM_058815,4413,ric-19,Protein RIC-19,214.0,99.0,41.3737373737,0.46261682243
NM_058820,4382,ptr-2,Protein PTR-2,4763.0,1507.0,28.6682149967,0.316397228637
NM_058821,4422,C32E8.9,Protein C32E8.9,993.0,550.0,36.4963636364,0.55387713998
NM_001025844/NM_058829/NM_058828/NM_058827/NM_058826/NM_001025845/NM_001025843,7534,unc-11,"Protein UNC-11, isoform e/Protein UNC-11, isoform f/Protein UNC-11, isoform d/Protein UNC-11, isoform c/Protein UNC-11, isoform a/Protein UNC-11, isoform h/Protein UNC-11, isoform b",11058.0,9434.0,40.94000424,0.853137999638
NM_058830,9898,ubr-1,Protein UBR-1,13292.0,12192.0,42.8866469816,0.91724345471
NR_000052,1323,F53F10.7,,5.0,3.0,22.0,0.6
NM_058835,4588,F53F10.1,Protein F53F10.1,255.0,173.0,36.6531791908,0.678431372549
NM_058836,2043,gsp-4,Protein GSP-4,1038.0,957.0,34.5809822362,0.921965317919
NM_058838/NM_058837,2563,T03F1.6,"Protein T03F1.6, isoform a/Protein T03F1.6, isoform b",417.0,322.0,45.1242236025,0.772182254197
NM_058841,6047,T03F1.7,Protein T03F1.7,6024.0,1971.0,31.0791476408,0.32719123506
NM_058842/NM_001129039,3869,guk-1,"Protein GUK-1, isoform a/Protein GUK-1, isoform b",5418.0,4877.0,30.6899733443,0.900147655962
NM_058843,4003,hcp-4,Protein HCP-4,10525.0,4373.0,30.6382346215,0.415486935867
NR_101543,1626,linc-63,,965.0,933.0,27.4147909968,0.966839378238
NM_058846,2894,clec-53,Protein CLEC-53,1954.0,1848.0,36.8430735931,0.945752302968
NM_001026435,1539,T03F1.12,Protein T03F1.12,6278.0,5991.0,31.3860791187,0.954284804078
NM_058851,1258,abf-2,Protein ABF-2,1279.0,873.0,42.8361970218,0.682564503518
NM_058852,1970,abf-1,Protein ABF-1,105.0,100.0,42.12,0.952380952381
NM_058853,3390,C50F2.4,Protein C50F2.4,1534.0,1432.0,37.1082402235,0.933507170795
NR_050047,1021,21ur-13258,,0.0,0.0,NA,NA
